OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515279,Sample-Routine,Water,,2022-09-27,09:59:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-67179340_2,Logan Branch,,,,,40.8728000000,-77.7614000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962393777,Present Below Quantification Limit,,Cadmium,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01025H,21PA_WQX,Cadmium,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515279/results/962393777/resdetectqntlmts,Lower Reporting Limit,0.200,ug/L,,2023-01-04T14:13:06,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2503516,Sample-Routine,Water,,2022-07-19,11:27:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962407443,,as N,Nitrogen,Total,3.50,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00600A,21PA_WQX,Nitrogen,,,,2022-07-19,,,,,,,2023-01-04T14:15:13,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476178,Sample-Routine,Water,,2022-03-21,13:20:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962431061,,as P,Orthophosphate,Total,0.012,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,70507A,21PA_WQX,Phosphorous,,,,2022-03-21,,,,,,,2023-01-04T14:19:19,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514077,Sample-Routine,Water,,2022-09-20,12:54:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390437,Present Below Quantification Limit,as P,Orthophosphate,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00671A,21PA_WQX,Phosphorous,,,,2022-09-20,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2514077/results/962390437/resdetectqntlmts,Lower Reporting Limit,.01,mg/L,,2023-01-04T14:12:40,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2496962,Sample-Routine,Water,,2022-06-13,12:03:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962376450,,,Specific conductance,,671,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F90094T,21PA_WQX,Specific Conductance,,,,2022-06-13,,,,,,,2023-01-04T14:10:40,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515266,Sample-Routine,Water,,2022-09-27,08:13:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-CRM,Cedar Run Mouth discrete location,,,,,40.7933000000,-77.7981000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962396821,,,pH,,7.95,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F00405,21PA_WQX,Ph,,,,2022-09-27,,,,,,,2023-01-04T14:13:32,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2492249,Sample-Routine,Water,,2022-05-18,06:00:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-67179340,Logan Branch,,,,,40.8750000000,-77.7628000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962511212,,as N,Nitrogen,Dissolved,2.323,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00602A,21PA_WQX,Nitrogen,,,,2022-05-18,,,,,,,2023-01-04T14:49:40,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2483754,Sample-Routine,Water,,2022-04-13,13:25:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962329874,Present Below Quantification Limit,,Copper,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01042H,21PA_WQX,Copper,,,,2022-04-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2483754/results/962329874/resdetectqntlmts,Lower Reporting Limit,4.00,ug/L,,2023-01-04T14:03:17,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2503708,Sample-Routine,Water,,2022-07-20,10:22:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962338647,,,pH,,8.4,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00403,21PA_WQX,Ph,,,,2022-07-20,,,,,,,2023-01-04T14:04:59,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515275,Sample-Routine,Water,,2022-09-27,11:11:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-BSBEL,Big Spring Bellefonte discrete location,,,,,40.9097000000,-77.7814000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962362324,,as N,Nitrate,Total,2.06,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00620,21PA_WQX,Nitrate (No3),,,,2022-09-27,,,,,,,2023-01-04T14:08:27,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2508630,Sample-Routine,Water,,2022-08-18,10:14:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962381400,,,Copper,Total,1.970,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01042H,21PA_WQX,Copper,,,,2022-08-18,,,,,,,2023-01-04T14:11:25,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2476667,Quality Control Sample-Field Replicate,Water,,2022-03-22,08:15:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC4,SC4 Spring Creek USGS gage downstream of fish hatchery,,,,,40.8894000000,-77.7939000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962444253,Present Below Quantification Limit,,Lead,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01051H,21PA_WQX,Lead,,,,2022-03-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2476667/results/962444253/resdetectqntlmts,Lower Reporting Limit,1.00,ug/L,,2023-01-04T14:22:07,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2520238,Sample-Routine,Water,,2022-09-20,12:46:00,EST,,,EST,,,,,,,,,PADEP WQ Data,PADEP Water Quality Data,,21PA_WQX-67179340_2,Logan Branch,,,,,40.8728000000,-77.7614000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962469570,,,Dissolved oxygen (DO),,130,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F00301,21PA_WQX,Oxygen,,,,2022-09-20,,,,,,,2023-01-04T14:28:18,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2483754,Sample-Routine,Water,,2022-04-13,13:25:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962329891,,,"Temperature, water",,12.6,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F00010,21PA_WQX,Temp,,,,2022-04-13,,,,,,,2023-01-04T14:03:18,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514072,Sample-Routine,Water,,2022-09-20,08:06:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962319616,,,Specific conductance,,707,umho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F90094T,21PA_WQX,Specific Conductance,,,,2022-09-20,,,,,,,2023-01-04T14:01:36,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2470975,Sample-Routine,Water,,2022-02-07,14:51:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962437378,,,Potassium,Total,2.22,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00937A,21PA_WQX,Potassium,,,,2022-02-07,,,,,,,2023-01-04T14:20:45,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491907,Sample-Routine,Water,,2022-05-17,12:30:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC3,SC3 Spring Creek between fish hatcheries,,,,,40.8608000000,-77.8064000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962451690,,,Aluminum,Total,142.000,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01105H,21PA_WQX,Aluminum,,,,2022-05-17,,,,,,,2023-01-04T14:23:36,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514075,Sample-Routine,Water,,2022-09-20,11:40:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC2,SC2 Spring Creek upstream of first fish hatchery,,,,,40.8497000000,-77.8239000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962360680,,,Dissolved oxygen (DO),,145.4,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,F00301,21PA_WQX,Oxygen,,,,2022-09-20,,,,,,,2023-01-04T14:08:08,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2496958,Sample-Routine,Water,,2022-06-13,08:27:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962405384,Present Below Quantification Limit,,Boron,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01022K,21PA_WQX,Boron,,,,2022-06-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2496958/results/962405384/resdetectqntlmts,Lower Reporting Limit,200.,ug/L,,2023-01-04T14:14:50,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2514076,Sample-Routine,Water,,2022-09-20,12:50:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962390376,,,Total dissolved solids,,356,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,70300U,21PA_WQX,Dissolved Solids,,,,2022-09-20,,,,,,,2023-01-04T14:12:40,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2491906,Sample-Routine,Water,,2022-05-17,11:30:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC2,SC2 Spring Creek upstream of first fish hatchery,,,,,40.8497000000,-77.8239000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962336574,Present Below Quantification Limit,,Manganese,Dissolved,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01056A,21PA_WQX,Manganese,,,,2022-05-17,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2491906/results/962336574/resdetectqntlmts,Lower Reporting Limit,10.0,ug/L,,2023-01-04T14:04:36,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515265,Sample-Routine,Water,,2022-09-27,07:54:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-BBSC,Spring Creek War Memorial Boalsburg discrete location,,,,,40.7806000000,-77.7931000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962321065,,,"Hardness, Ca, Mg",Total,149,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00900,21PA_WQX,Hardness,,,,2022-09-27,,,,,,,2023-01-04T14:01:46,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2483750,Sample-Routine,Water,,2022-04-13,08:52:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962385822,,,Strontium,Total,758.00,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01082A,21PA_WQX,Strontium,,,,2022-04-13,,,,,,,2023-01-04T14:12:02,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2515267,Sample-Routine,Water,,2022-09-27,08:38:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SCM,Slab Cabin Run Mouth discrete location,,,,,40.8169000000,-77.8342000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962404766,Present Below Quantification Limit,,Nickel,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,01067H,21PA_WQX,Nickel,,,,2022-09-27,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21PA_WQX/activities/21PA_WQX-2515267/results/962404766/resdetectqntlmts,Lower Reporting Limit,8.00,ug/L,,2023-01-04T14:14:43,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2496958,Sample-Routine,Water,,2022-06-13,08:27:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-LB1,LB1 Logan Branch downstream of hatchery,,,,,40.8917000000,-77.7642000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962405368,,as P,Orthophosphate,Dissolved,0.019,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00671A,21PA_WQX,Phosphorous,,,,2022-06-13,,,,,,,2023-01-04T14:14:50,STORET
21PA_WQX,PA DEPARTMENT OF ENVIRONMENTAL PROTECTION,21PA_WQX-2483752,Sample-Routine,Water,,2022-04-13,11:08:00,EST,,,EST,,,,,,,,,SPRINGCREEK,Spring Creek Evaluation and Assessment Project 2021,,21PA_WQX-SC1,SC1 - Spring Creek Houserville USGS gage upstream UAJA,,,,,40.8339000000,-77.8272000000,001,21PA_WQX,Water Grab Sample,,Miscellaneous (Other),STORET-962334609,,as N,Nitrogen,Dissolved,2.517,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,00602A,21PA_WQX,Nitrogen,,,,2022-04-13,,,,,,,2023-01-04T14:04:16,STORET
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562094,,,"Temperature, water",,6.7,deg C,,Accepted,,Actual,,,,,,,,,,,00010,,,,,,,,,THM01,USGS,"Temperature, water, thermistor",,"USGS National Field Manual, Chapter A6.1",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562095,,,"Stream flow, instantaneous",,70,ft3/s,,Accepted,,Actual,,,,,,,,,,,00061,,,,,,,,,QSTGQ,USGS,"Discharge, stg-disch rating",,USGS TWRI 3-A10,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562096,,,Specific conductance,Total,683,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562097,,,"Acidity, (H+)",Total,0.00001,mg/l,,Accepted,,Actual,,,,,,,,,,,00191,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562098,,,Oxygen,Dissolved,12.6,mg/l,,Accepted,,Actual,,,,,,,,,,,00300,,,,,,,,,MEMBR,USGS,"Diss oxygen, membrane electrode",,Standard Methods,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562099,,,Oxygen,Dissolved,104,% saturatn,,Accepted,,Actual,,,,,,,,,,,00301,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562100,,,pH,Total,8.1,std units,,Accepted,,Actual,,,,,,,,,,,00400,,,,,,,,,PROBE,USGS,"pH, field, electrometric",,"USGS National Field Manual, Chapter A6.4",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562101,,,pH,Total,8.2,std units,,Accepted,,Actual,,,,,,,,,,,00403,,,,,,,,,EL006,USGS,"pH, lab, auto glass electrode",,"USGS TWRI 5-A1/1989, p 363",Pennsylvania Department of Environmental Protection,2022-11-16,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562102,,,Carbon dioxide,Total,3.7,mg/l,,Accepted,,Actual,,,,,,,,,,,00405,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562103,,,Alkalinity,Total,225,mg/l CaCO3,,Accepted,,Actual,,,,,,,,,,,00417,,,,,,,,,TT011,USGS,"ANC, wu, lab",,,Pennsylvania Department of Environmental Protection,2022-11-16,,,Lower Reporting Limit,2.00,mg/l CaCO3,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562104,Not Detected,,Total suspended solids,Non-filterable,,,,Accepted,,Actual,,,,,,,,,,,00530,,,,,,,,,GRV45,USGS,"Suspended solids, 105C,grav (PA)",,USGS TWRI 5-A1/1989,Pennsylvania Department of Environmental Protection,2022-11-16,,,Lower Reporting Limit,20.00,mg/l,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562105,Not Detected,,Organic Nitrogen,Total,,,,Accepted,,Actual,,,,,,,,,,,00605,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,Historical Lower Reporting Limit,3.5,mg/l,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562106,,,Ammonia and ammonium,Total,0.05,mg/l as N,,Accepted,,Actual,,,,,,,,,,,00610,,,,,,,,,CL189,USGS,"Ammonia. wu, colorim (PA WSC)",,,Pennsylvania Department of Environmental Protection,2022-11-29,,,Lower Reporting Limit,0.02,mg/l as N,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,nwispa.01.02300957,Sample-Routine,Water,Surface Water,2022-11-15,11:15:00,EST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-01546500,,,,Not determined,Routine sample,,,USGS,USGS,USGS,,Unknown,NWIS-125562107,Not Detected,,Nitrite,Total,,,,Accepted,,Actual,,,,,,,,,,,00615,,,,,,,,,IC059,USGS,"Inorganic anions, wu,IC (PA WSC)",,,Pennsylvania Department of Environmental Protection,2022-11-16,,,Lower Reporting Limit,0.04,mg/l as N,,,NWIS
